No,Salary
40009,19351.962034721677
40010,116985.99738005262
40011,106451.55888104686
40012,40493.83424793373
40013,18968.458933888265
40014,99611.63367086361
40015,76593.79779818347
40016,78547.16765424024
40017,-1030.5866951745684
40018,123856.75969872404
40019,82338.04416947057
40020,28570.661786928817
40021,31511.84567095092
40022,77895.98956961016
40023,60850.73261214656
40024,82413.43329839672
40025,146828.03677818575
40026,30023.487521101844
40027,69010.61369112934
40028,44063.01552918394
40029,46855.029171603644
40030,5976.275024906558
40031,17661.455795935468
40032,135614.84591862655
40033,60277.315065490795
40034,73461.93137776702
40035,67462.02920879736
40036,28616.828143949646
40037,79521.36788599571
40038,68404.57215099178
40039,55937.35452061621
40040,13244.795164400302
40041,37715.8998302916
40042,104780.92466053198
40043,81357.76950342392
40044,126017.51381418668
40045,16582.192480814603
40046,129563.34749104214
40047,75361.46656804651
40048,63255.71687644716
40049,7014.158371596681
40050,101864.71738544386
40051,22112.00772534577
40052,65150.83312610634
40053,36876.26692620934
40054,70076.97478131298
40055,66673.28404217193
40056,52058.71916616597
40057,20951.489213606834
40058,42375.33736318491
40059,76924.60638527246
40060,117827.79368033966
40061,1321.4540408251728
40062,40643.791016692616
40063,13240.506348845267
40064,14337.072785955837
40065,25597.95336691509
40066,43863.696951206555
40067,76964.02294714969
40068,22409.85858546554
40069,72597.24945489946
40070,23288.06725586046
40071,90375.69609033162
40072,55329.99988833977
40073,42468.22036860787
40074,47297.63209285232
40075,27155.18540001374
40076,23221.788096163807
40077,129296.3065499707
40078,51156.96069071836
40079,49687.43794041235
40080,57828.73170358108
40081,77694.99400315905
40082,26852.476858156053
40083,125955.566374309
40084,48641.544289928686
40085,5077.295830372689
40086,12830.52897065573
40087,102984.54680652922
40088,63621.244563366745
40089,74497.86581749801
40090,76805.87401206662
40091,50368.93014516343
40092,36728.39934309534
40093,128763.3185382796
40094,132533.4409892479
40095,15531.23377438583
40096,21505.49719407433
40097,115101.39182871074
40098,87686.74652448605
40099,39823.057174002955
40100,34263.87101040087
40101,94247.89701558236
40102,125931.46247722703
40103,18497.12304980436
40104,116331.60670380513
40105,40676.311252039115
40106,53696.75392560808
40107,10319.70457756162
40108,48821.529579589216
40109,97220.38642640754
40110,49835.570632479736
40111,51201.420660699485
40112,30196.658807158994
40113,97673.16905553864
40114,14917.25560947667
40115,60778.98935849717
40116,38670.54664248762
40117,18275.682610080356
40118,-2017.657237589141
40119,46409.29336720073
40120,19390.44766949306
40121,92214.42943379784
40122,183035.87643938282
40123,10068.639900491566
40124,51090.1097572608
40125,-4115.637746688439
40126,96324.4136847168
40127,43167.30350362489
40128,94249.06201580973
40129,58803.773308925316
40130,51055.51061485487
40131,46396.84969976297
40132,138933.8714499955
40133,44928.70276496028
40134,53723.36789211459
40135,84609.43102706276
40136,86430.89753160311
40137,20057.16320963691
40138,112702.59996697212
40139,60324.704435635904
40140,91559.16694402797
40141,44594.77491340985
40142,8649.763257861214
40143,101180.10563622901
40144,44396.13791244448
40145,138409.45698016856
40146,2297.4442024875784
40147,116089.84569611354
40148,41141.978370573226
40149,31771.25893714058
40150,96090.48163868446
40151,13621.996568273367
40152,26163.546874546657
40153,120289.52539009138
40154,20331.62070663469
40155,47261.81839387941
40156,20645.06010714065
40157,56457.67509325654
40158,41213.87640632588
40159,28086.32326794161
40160,17224.901161745307
40161,81236.68717439388
40162,19467.08758317716
40163,13606.778238793138
40164,24353.536769325983
40165,68750.51052672314
40166,63636.712677125084
40167,34254.71890881904
40168,23714.112583976254
40169,15807.16946467765
40170,103073.31340707047
40171,22222.261257715923
40172,42553.411671415626
40173,49676.788300737884
40174,39545.474357170315
40175,16576.840990313656
40176,81725.51921717857
40177,54383.66684150676
40178,11621.50271085282
40179,57953.91175668357
40180,13938.774745124705
40181,29198.834925654464
40182,26597.716311640925
40183,111931.06050700927
40184,18661.673742203835
40185,16841.867304055446
40186,82210.26830361251
40187,118790.13990544641
40188,4406.4806747909715
40189,44560.92632724216
40190,15333.79315225924
40191,5680.050725415885
40192,89713.36562192244
40193,73278.39245377423
40194,19118.822550379686
40195,123119.73574847261
40196,72798.75836718407
40197,60847.24045913174
40198,73675.7539762737
40199,115670.44558301469
40200,149088.7730757074
40201,13424.142844924912
40202,79692.6831813071
40203,38069.74101350958
40204,90072.66259543909
40205,30986.46002362016
40206,55300.50608366216
40207,69688.03341800062
40208,56755.30988018462
40209,71136.76801184642
40210,109025.58508796006
40211,10670.432109505293
40212,110817.77558127708
40213,59603.791993136605
40214,18983.51036469882
40215,28118.69921211505
40216,75086.82008795819
40217,-1192.4649733903484
40218,32829.05625418955
40219,5927.180422764402
40220,49061.72669418405
40221,596.3994383913358
40222,124134.53157848078
40223,53014.70410056439
40224,128109.65183339763
40225,85535.1075703482
40226,62844.08240072559
40227,43570.64042027792
40228,12444.782465127675
40229,127381.11031529897
40230,55605.22891138971
40231,42612.98102590017
40232,70408.1731536934
40233,100691.88679998976
40234,30317.568953054913
40235,84016.582707925
40236,57154.85809875546
40237,30850.34436269473
40238,45206.299809161785
40239,42112.51385792026
40240,79256.84092954184
40241,102741.18846629298
40242,3461.506598727394
40243,76580.51023203871
40244,103076.42870369866
40245,120148.71612556666
40246,122160.18009472753
40247,7211.221535655565
40248,46703.07818071922
40249,24789.706589503323
40250,176786.0628042573
40251,2571.821661580198
40252,106489.12126402666
40253,14597.992389973415
40254,24559.13202794787
40255,38200.63405596512
40256,56019.819627679
40257,57789.92393301338
40258,103403.20128126992
40259,41276.58661203954
40260,30714.106395254665
40261,74713.34347347365
40262,26307.446719627158
40263,5632.763218745276
40264,79440.84387361619
40265,64945.571675345855
40266,4251.56491436494
40267,15761.287501865496
40268,64128.68061683643
40269,77328.15439752814
40270,99145.62615476802
40271,89766.05173726006
40272,23168.81469595624
40273,18277.6491007644
40274,76308.35253079014
40275,5467.198868989511
40276,32790.52794516322
40277,44274.3673876232
40278,77801.25484426107
40279,78094.31908977826
40280,57725.28293977669
40281,22007.562013821887
40282,4601.022981945285
40283,15889.215579311343
40284,24344.840846547566
40285,30550.186626389164
40286,72937.51450068047
40287,94097.47715123404
40288,7433.895647504745
40289,118636.6655210753
40290,28667.550542798377
40291,109590.69324010154
40292,42967.96198383282
40293,4917.895871078132
40294,77753.43388412439
40295,81107.58398180596
40296,17085.262454440013
40297,40120.87861816357
40298,79605.1873601795
40299,102518.59451881779
40300,55007.45554653936
40301,97536.54333994148
40302,38671.485930717565
40303,40766.57069625829
40304,36265.192165641
40305,35832.768865390695
40306,48483.988586081425
40307,113432.09030965884
40308,53893.22995709088
40309,56516.520891806045
40310,55213.196232287446
40311,98125.13408264364
40312,75834.05474716908
40313,35901.771210181236
40314,26363.65301898407
40315,35202.334288383165
40316,18060.532583574975
40317,64484.46324939342
40318,143319.83474592183
40319,34796.402310244535
40320,24067.57377296661
40321,127521.68930754825
40322,7368.486153024602
40323,51326.69483720359
40324,9521.184544850155
40325,64678.14214881084
40326,33381.09412868909
40327,111655.61664982731
40328,36168.9524909493
40329,143529.43544275392
40330,39090.40229484946
40331,28767.29630100192
40332,2502.9530666807427
40333,5136.685770547895
40334,63576.11334278453
40335,20680.038633605578
40336,59692.15712986817
40337,77092.04779657479
40338,16478.25192167863
40339,59801.29390203084
40340,58390.47067276933
40341,55349.58926602452
40342,49038.2910372841
40343,26655.655115700632
40344,27925.120622667546
40345,73405.96675603124
40346,7125.925312586394
40347,75032.46513967996
40348,116841.23454485892
40349,26043.240578653036
40350,158249.01810536173
40351,-1934.5263214201518
40352,25534.092197108374
40353,40937.23608984837
40354,34210.93343461111
40355,94439.24140193903
40356,58266.032665954895
40357,164289.88978437753
40358,122827.02276903384
40359,34901.60849182325
40360,73406.4309573249
40361,19237.687855656073
40362,119888.32550122401
40363,65901.42174182492
40364,27442.843639980903
40365,70116.56197301106
40366,16486.260104899844
40367,128109.85239771535
40368,61048.256651801734
40369,71445.9669145398
40370,14282.2458396297
40371,113113.5607020552
40372,-173.3127550502345
40373,76327.72803956654
40374,44696.346296584925
40375,15386.08235949591
40376,8181.229730332496
40377,40181.024909627085
40378,50344.55605290357
40379,87154.83661634705
40380,81994.60578374332
40381,53738.00859688714
40382,94549.49163458508
40383,21854.711442142718
40384,66706.9036634887
40385,23325.465009253625
40386,86091.47665534244
40387,8569.339656494603
40388,16115.86237566687
40389,13242.223809305186
40390,30601.67509414943
40391,34206.94455779283
40392,63146.49780097777
40393,69179.5510152345
40394,65769.50219483051
40395,73158.15127037164
40396,35219.52763117562
40397,105481.45023254005
40398,89710.08503494876
40399,83035.22024947002
40400,12463.21079367286
40401,48690.291156805826
40402,22773.375459016428
40403,6762.140766454045
40404,11310.502420644827
40405,60846.502577509105
40406,84901.04446620966
40407,33432.74327338161
40408,88063.71431784911
40409,8931.044342411937
40410,9757.733864821732
40411,28616.00519855629
40412,32667.303666450156
40413,78095.13151188393
40414,49518.62024952267
40415,51523.97378832903
40416,61188.42396803028
40417,66932.71956170136
40418,12418.662648526046
40419,80397.78713043936
40420,82129.78410859278
40421,49847.06725430352
40422,29359.04175475156
40423,97377.12025207526
40424,41161.9493765959
40425,60599.5391711212
40426,81845.86561939179
40427,58222.447687208725
40428,65766.88313133607
40429,7331.990314525588
40430,70659.81388000617
40431,99024.12495112942
40432,29502.40331489935
40433,32221.45953221528
40434,27345.35207312649
40435,117970.77627737378
40436,37800.34805147063
40437,58629.31923813153
40438,37950.47866894502
40439,35632.9414503759
40440,34059.4680379734
40441,29244.490962175787
40442,131636.268644027
40443,51549.018701012435
40444,48890.84455352094
40445,-1113.4473780953472
40446,21373.9442655582
40447,48633.303330343006
40448,73288.31311742734
40449,69123.6319712894
40450,12297.896673046198
40451,65786.8665081952
40452,64854.72501876412
40453,79255.27445205975
40454,86362.92164649887
40455,133195.01962077638
40456,88205.01999937031
40457,124921.84158047664
40458,69099.43056263519
40459,14093.458502522983
40460,108199.24083458737
40461,20599.078278191904
40462,82511.92865404102
40463,56860.566403479665
40464,25007.55733998809
40465,138415.82644587167
40466,69087.91343537117
40467,35234.70181890533
40468,26566.828046462313
40469,11382.255818087957
40470,24949.16345736399
40471,78797.1200465
40472,26124.010408050868
40473,33419.10556808403
40474,37925.47400042749
40475,61912.47893682037
40476,93746.26335381439
40477,86375.21402396039
40478,13257.483460378116
40479,16541.24160882163
40480,16514.059163144724
40481,71720.29391912612
40482,36950.31971123519
40483,34251.801127635976
40484,9349.819785962698
40485,140128.17334075432
40486,114080.54389140071
40487,-2966.0234809762474
40488,63500.51767217219
40489,20231.576062486547
40490,121531.44027480381
40491,15652.910381562398
40492,23855.417132185903
40493,38628.31554724339
40494,43431.0058054714
40495,163811.1188511406
40496,13440.966108489685
40497,9197.87561557423
40498,67348.85509937911
40499,38126.791319877964
40500,112203.06816464927
40501,80919.68092212827
40502,96972.05190114603
40503,155366.12141395855
40504,28782.406025446922
40505,75216.94444374647
40506,42936.995041245216
40507,15721.87416732171
40508,17762.049968319017
40509,108237.98333165981
40510,65885.7726850881
40511,18163.168226403206
40512,19439.166887564636
40513,8722.912987641641
40514,69698.67685247866
40515,30263.656044176834
40516,73365.08479388451
40517,64836.65420511029
40518,98916.44362304547
40519,98820.1380040347
40520,37014.71777344339
40521,3576.2175798106923
40522,180964.20040391356
40523,78400.5125295828
40524,99568.505088132
40525,23178.947584519883
40526,17371.611898301566
40527,-3697.7946720120235
40528,109650.34345835357
40529,13479.567310240622
40530,63869.63401964352
40531,24743.355000612806
40532,942.7161280906257
40533,22988.607995414895
40534,33689.05114971858
40535,112164.58580946994
40536,53221.686152470334
40537,65305.64464963246
40538,12440.64778656419
40539,87718.9130130643
40540,48365.79286979598
40541,90958.36127049281
40542,87539.79689155042
40543,19094.121277936105
40544,38264.83711726143
40545,25757.655045069605
40546,43212.71382957595
40547,50820.72148287431
40548,86983.59364723097
40549,91206.9905799421
40550,95039.21443893993
40551,120846.25453681781
40552,4492.925547609545
40553,75780.94238946261
40554,16760.14143083058
40555,25231.77401077329
40556,79470.59874420117
40557,73998.08832487918
40558,79389.11140628102
40559,108320.25109053432
40560,80512.60872480717
40561,94858.2952943212
40562,18067.620039609308
40563,9028.173764345025
40564,22090.256242277483
40565,14994.938201867755
40566,82907.99276390261
40567,84561.0228225509
40568,29253.73173319387
40569,86274.21913661806
40570,26188.94688013229
40571,26839.947906690555
40572,73384.0879240853
40573,15055.865714858957
40574,47753.45638241799
40575,67564.41430521957
40576,144206.417117229
40577,-2258.1186192884743
40578,60073.60762960205
40579,101848.37026410381
40580,42927.070576973274
40581,46349.41871312237
40582,18419.941667126546
40583,18651.811483544807
40584,49629.47529645307
40585,127503.4082310734
40586,26040.965669575442
40587,12417.45032949947
40588,21292.697558093496
40589,55459.90850713786
40590,55906.63737227406
40591,18873.522598132517
40592,65047.42805584356
40593,25345.061873873587
40594,84431.77345941588
40595,24111.66534153151
40596,86248.08735640376
40597,128507.88549117753
40598,9034.534097137648
40599,101658.7079018343
40600,119801.63209162683
40601,110943.34530243237
40602,79721.19359872401
40603,32020.91750737262
40604,49529.49915988561
40605,53446.56939341003
40606,28881.890537375366
40607,15962.324600129463
40608,13655.922916288087
40609,131421.12715441015
40610,124593.64804644852
40611,21091.130008168504
40612,58719.42912344383
40613,72603.31840869534
40614,26128.04494223955
40615,9043.296595310489
40616,90426.04071135157
40617,30377.568902603358
40618,73817.32414234034
40619,75499.84446434918
40620,135716.14566273417
40621,107126.79421897842
40622,3594.877409202872
40623,29954.11980359095
40624,4853.7437818994185
40625,4116.286118497454
40626,8203.030600862148
40627,23047.41843995842
40628,102402.52508427828
40629,58009.617167559634
40630,24378.041805709763
40631,31984.79467610499
40632,18538.197423413993
40633,95489.76387941133
40634,17501.518138585918
40635,59306.94384124426
40636,57369.350291695926
40637,60179.68167072316
40638,17864.698931249804
40639,20970.471593106864
40640,50610.61252091753
40641,15299.920618563798
40642,34305.03965205916
40643,103390.34863162384
40644,53883.953638165156
40645,48008.95548768597
40646,141527.98926691382
40647,47520.228931265774
40648,101329.54462289457
40649,28862.52827121252
40650,94594.05836535353
40651,47726.44958753185
40652,56439.66475840745
40653,100509.73742371929
40654,24592.917595933366
40655,52025.4795740887
40656,43504.08514921953
40657,59949.79471991476
40658,46044.52496257037
40659,21716.35846722785
40660,139400.9949593565
40661,70838.93466222276
40662,63055.64430377567
40663,15684.714020493017
40664,13970.486788786366
40665,81253.66061122135
40666,99250.37551899729
40667,35654.548678827356
40668,22393.27049748048
40669,23604.061569980688
40670,101670.52068723526
40671,3579.1379280426872
40672,125380.33514653031
40673,23992.73747928988
40674,96775.39354286468
40675,92709.49692793161
40676,24716.576013101057
40677,32642.65528558624
40678,29656.682044551955
40679,1209.9197662731885
40680,8931.314014828245
40681,12219.200560336601
40682,52258.700488757844
40683,26359.44034565518
40684,153722.53005204847
40685,54066.61861813862
40686,67826.01252715483
40687,13638.38883369981
40688,84840.90119898556
40689,55248.88243774098
40690,47983.24549991135
40691,91512.14046630956
40692,109691.13993883712
40693,95682.1350709627
40694,111220.2686292027
40695,17371.56715935359
40696,74531.91908882903
40697,88696.6995039931
40698,37455.623361897335
40699,37273.97964049099
40700,64402.83139954984
40701,12314.44594089366
40702,12513.581563037436
40703,14046.742305104039
40704,49326.682541133094
40705,110445.49601062767
40706,88753.3520634181
40707,93062.95586174604
40708,95723.34726295958
40709,153643.10426899116
40710,25227.524263698022
40711,70261.88696155987
40712,11695.021342141185
40713,33496.321667374694
40714,90356.69208622088
40715,88111.75918252442
40716,49674.11229159972
40717,50208.55489290136
40718,71530.39502568363
40719,52847.19080922301
40720,72022.6009734392
40721,90119.95034045068
40722,10097.851662757548
40723,86913.34023966455
40724,110906.27652406096
40725,82545.52837363025
40726,9439.954562784193
40727,89826.7412684547
40728,78547.65306042385
40729,84549.76160430364
40730,19025.271112603652
40731,61570.12817712221
40732,47132.53967888657
40733,28492.15948464035
40734,131796.68174836322
40735,50081.709637942186
40736,44857.98745483363
40737,53887.057705406216
40738,71379.39049219457
40739,100204.18910194415
40740,63264.91000094733
40741,100530.94121379626
40742,80523.37953973502
40743,8993.64614156303
40744,18357.50635149492
40745,79060.50870748563
40746,91042.01203036265
40747,110536.62463333146
40748,94857.84968667683
40749,3526.6591354809507
40750,98876.14714249849
40751,132434.96449920934
40752,55383.40976046009
40753,27402.80166761941
40754,73609.36456127212
40755,89036.6692952811
40756,51028.857492155905
40757,107533.86426067846
40758,1832.446848636627
40759,32626.732886684516
40760,71241.47974482478
40761,10845.789323661007
40762,26174.37758328909
40763,13764.662259963914
40764,103162.53095136235
40765,23388.55230447661
40766,112218.46159615807
40767,92684.82281773994
40768,71451.47092898388
40769,17079.05198617542
40770,-865.949723860553
40771,27870.871908413905
40772,58227.61003735547
40773,35989.466927429574
40774,69836.6189517325
40775,29884.70496820661
40776,47344.35038548688
40777,91831.3371987765
40778,8345.962440204305
40779,74939.82641411491
40780,17720.276745920874
40781,37268.85540372715
40782,15180.785671632599
40783,102281.31626278581
40784,4620.993309770468
40785,14804.460720849118
40786,18023.682366700854
40787,27431.017960242396
40788,78340.20760855926
40789,15662.948117546748
40790,112057.96135335517
40791,31562.215861676897
40792,92076.37171796223
40793,7245.198481464743
40794,51110.55639539294
40795,61162.305281597946
40796,52118.0951322508
40797,62886.05917433837
40798,155549.15695059643
40799,128311.76663472052
40800,54813.36699010584
40801,140114.30666731208
40802,12949.209361421717
40803,1530.2666506366857
40804,14725.410633147923
40805,45136.37748166341
40806,145280.24783237147
40807,62350.37763190438
40808,37430.09410203581
40809,97152.93465171188
40810,117703.25666982932
40811,2956.825808139401
40812,68612.94396310144
40813,116839.12212646179
40814,35142.660446108246
40815,8647.03622730414
40816,16546.682274838855
40817,25103.23493247271
40818,84224.6996678446
40819,92258.06241601404
40820,121672.34240664667
40821,20880.517107180593
40822,38664.26622773447
40823,16599.41540296927
40824,14334.063218109606
40825,9154.062595202078
40826,88154.31364579729
40827,3185.91499774439
40828,74632.32480903939
40829,38046.05924256797
40830,102520.92242536624
40831,34289.285356071676
40832,96033.63752096801
40833,73705.65496196804
40834,67494.02841890627
40835,46886.49297455473
40836,93509.00258993202
40837,90633.53863526619
40838,82164.35355772029
40839,125080.99487942013
40840,60335.12625546296
40841,72529.74240109973
40842,100988.08470197936
40843,149725.47942964992
40844,14289.269272022784
40845,112860.02299726152
40846,13153.817185294161
40847,42332.021617439765
40848,84316.56051169016
40849,45586.798307787496
40850,38385.93960110457
40851,147739.36995821533
40852,196150.94905458682
40853,4093.6698936685466
40854,157266.96579742504
40855,38195.90350199309
40856,100946.26987993786
40857,565.5554801344039
40858,3752.088379997164
40859,115866.2719833235
40860,5196.066126628936
40861,70854.81160298568
40862,73454.4685694611
40863,489.2302237588602
40864,3599.803782392146
40865,65418.92288484663
40866,34465.88547044997
40867,12153.64173141578
40868,111443.71234507055
40869,75622.38727072859
40870,91030.69921529572
40871,39395.32469752499
40872,97424.77439301647
40873,7369.187416117927
40874,87691.0889883576
40875,99217.81797086264
40876,16613.15303589416
40877,118398.19481267009
40878,22990.6766365505
40879,79861.18106633713
40880,156317.54750692978
40881,11816.866544649136
40882,48004.04705940505
40883,31408.954144995787
40884,4960.148600819778
40885,23871.235998057986
40886,12862.79999953968
40887,24805.650518929913
40888,39887.90173097902
40889,98622.5294170478
40890,2779.0601889591394
40891,52571.3555837418
40892,22741.89608734798
40893,17195.03369552288
40894,98402.02874090576
40895,23966.49773704167
40896,87903.99955306678
40897,2355.955764212276
40898,40190.05713004682
40899,12225.182570553641
40900,105386.61524337709
40901,146054.47705882046
40902,63608.84625031882
40903,-435.9773380229526
40904,12465.944675082654
40905,70100.78530105256
40906,10897.484606984213
40907,-1926.639266434659
40908,56222.972352081786
40909,15920.409951992266
40910,17642.427765033764
40911,57496.68403582728
40912,118719.57920234665
40913,18436.510201877652
40914,75353.371890835
40915,44219.5726579899
40916,27205.231641330247
40917,148259.2515114994
40918,145296.13376329132
40919,120856.53631640991
40920,34640.90036278831
40921,102768.07576074204
40922,113329.69229648518
40923,114511.8035912021
40924,167173.28611240102
40925,90196.87035835562
40926,73760.17150070003
40927,306.8186399349469
40928,10088.903528357405
40929,80606.76353314948
40930,40889.660461099615
40931,22420.218945369983
40932,90770.50329621477
40933,12180.151082373635
40934,103271.93076508823
40935,58608.46444464945
40936,15080.763590870622
40937,97826.24842873943
40938,-2723.116942194709
40939,15412.042703463241
40940,88367.40898524605
40941,81277.4563435266
40942,87549.02462657947
40943,80065.93014124775
40944,131810.7949531992
40945,17332.104175617977
40946,54161.08151539059
40947,101715.92555070845
40948,83085.11180079365
40949,92312.03426126935
40950,115541.27150254106
40951,38062.55216446218
40952,24125.971333087855
40953,55540.11668658019
40954,75672.51486353613
40955,3576.331513003316
40956,166989.20926011025
40957,121137.42527098148
40958,77754.19731217156
40959,170484.13105741105
40960,44025.03474094368
40961,72010.31023215859
40962,95889.8483446734
40963,89305.62917776106
40964,123563.15338241679
40965,101343.91638434738
40966,122358.45885130516
40967,26061.980025101137
40968,12499.44581118735
40969,174791.85515382173
40970,79342.77477335709
40971,44398.245521790384
40972,28674.28211082473
40973,28732.69596849311
40974,153942.27968449314
40975,89558.11274134554
40976,16196.821300693771
40977,60848.5661568313
40978,29684.093755212707
40979,2712.807421198685
40980,1362.4532227676307
40981,86199.57692796766
40982,118001.55175439935
40983,8359.36059615221
40984,15175.20089402391
40985,25025.032506798285
40986,55920.77353401845
40987,8857.540660346265
40988,62077.53364689591
40989,83906.82337408344
40990,36479.40179462294
40991,19214.309809717477
40992,43800.820504511634
40993,93356.76177595755
40994,48497.474882431125
40995,158732.03033795315
40996,99920.22343276822
40997,137996.93547134742
40998,107362.1270584809
40999,49197.44356231197
41000,11405.037165050757
41001,69528.91750371002
41002,151787.69046328228
41003,49323.3995800084
41004,154456.00246730144
41005,29946.33348107906
41006,86530.39594725767
41007,11753.022269194953
41008,30847.20719756614
41009,40096.39641739301
41010,86210.98830206014
41011,81380.98555281956
41012,26492.10733686623
41013,36022.4676267873
41014,19937.59914390152
41015,65611.75710036879
41016,103553.03566272694
41017,37215.482218909165
41018,85870.31571379153
41019,88048.71817535293
41020,38200.52385223818
41021,75889.55263544623
41022,90915.40615590694
41023,79652.18585615994
41024,44171.92847980939
41025,16659.222796301307
41026,146431.71483611042
41027,54872.60206265852
41028,22185.37196293193
41029,17466.799482170565
41030,15808.516469624565
41031,35.43885235238247
41032,82990.4550912428
41033,13658.476519559472
41034,146200.7787455559
41035,80334.12617651785
41036,123005.00731780213
41037,50712.996058012555
41038,4606.261700263275
41039,107452.46539051025
41040,48901.02768879138
41041,23229.723358703526
41042,663.6250780683888
41043,52400.555642382904
41044,31006.60108861787
41045,4189.146969406155
41046,121862.11327716731
41047,38255.06882150237
41048,69963.10463872165
41049,79262.84008560082
41050,65787.96548126817
41051,11654.804193348027
41052,95193.46224487555
41053,111536.32318586063
41054,10567.89588564374
41055,41444.03096332467
41056,20172.07850269942
41057,45968.86871492144
41058,35641.516992301826
41059,110825.05475265902
41060,56636.375487347206
41061,44114.230968936856
41062,8447.315146294433
41063,40322.81682530113
41064,21734.602815504553
41065,97052.32303189086
41066,39587.66068970183
41067,134317.99273202443
41068,142106.6354566925
41069,16194.395670572994
41070,66990.59364053443
41071,56641.15069212441
41072,115150.88270998756
41073,75679.19486050017
41074,99735.3406404983
41075,41485.66212767409
41076,26483.173626831456
41077,27307.595022999143
41078,93824.76200642154
41079,93448.29480469984
41080,8681.796475262328
41081,12002.430270317134
41082,31389.2898322812
41083,73013.16903939503
41084,21383.49635927082
41085,101910.8204725107
41086,39370.80387600787
41087,40482.03783034712
41088,13886.85479796603
41089,25026.234272664533
41090,45349.40993709544
41091,20411.666370103427
41092,153134.4453326636
41093,62513.221770602366
41094,112448.21960210768
41095,42835.24187516871
41096,57525.58666364359
41097,27588.485364100932
41098,72049.23030508896
41099,80424.91324921319
41100,34764.55407271457
41101,82307.72079845337
41102,18564.91511974395
41103,70399.3709762459
41104,98196.65115598252
41105,38332.56784359996
41106,36433.493783840124
41107,91385.45677300513
41108,20072.048203177153
41109,56408.78754495514
41110,49790.93220075738
41111,56739.95823757799
41112,38747.594129956786
41113,73797.78512378299
41114,90503.03085680178
41115,46528.43924593869
41116,32230.502342422704
41117,85130.30925340994
41118,22916.692934699724
41119,95954.36605985246
41120,10174.651454595767
41121,81306.46924106465
41122,71290.94927770345
41123,1684.6076067982933
41124,49040.837029474314
41125,48427.996494223255
41126,140785.18791260367
41127,11277.26498324053
41128,40588.75020482858
41129,115835.11195272052
41130,48810.234267328706
41131,133925.79455034542
41132,47293.349859693015
41133,149353.07154418656
41134,75829.4368460768
41135,6403.767103273576
41136,77466.12331138212
41137,5572.510181175731
41138,21272.368348440814
41139,138092.65225756966
41140,64448.11782311253
41141,83052.91280342944
41142,14861.937606746584
41143,78039.27282803424
41144,25770.076080432224
41145,72493.65439392376
41146,132822.67039388284
41147,39226.93446586757
41148,11461.906055074356
41149,34497.64230824165
41150,33843.50421740096
41151,62562.606697389325
41152,59126.30532230645
41153,3267.679846909984
41154,45827.00100434284
41155,104853.56350339417
41156,88942.38199341527
41157,29535.21192245333
41158,10472.611461609058
41159,37468.90936541482
41160,22012.333216429048
41161,64571.551789204255
41162,72293.80730993698
41163,102273.1871860155
41164,15663.391919987076
41165,101727.18026865377
41166,150256.5929909913
41167,47287.33153419951
41168,41106.01859618997
41169,76194.27807734202
41170,5905.179376868033
41171,115147.2079411841
41172,34945.075888019805
41173,96055.70293431236
41174,152532.05738441087
41175,105577.90448857531
41176,24691.30630019089
41177,84934.12650229447
41178,34090.36200129365
41179,52921.64261423018
41180,83932.54597175778
41181,103815.88189088092
41182,19105.945466617683
41183,33600.36273566249
41184,26354.232246567146
41185,28049.09644497758
41186,3568.337846896286
41187,38954.37139907952
41188,76829.40599758395
41189,91558.58032670722
41190,6238.761308964528
41191,59270.13777154767
41192,89723.50700881839
41193,121715.18044760035
41194,17263.54220269994
41195,89661.39286282219
41196,15815.03984144895
41197,114688.91525163068
41198,110402.93438871975
41199,30298.91136063715
41200,50523.52101467833
41201,72131.73980113596
41202,14106.848691995385
41203,142931.08469359152
41204,71239.55257172463
41205,96664.0624674223
41206,8495.809121504368
41207,22619.565917518383
41208,6797.2860682796345
41209,78082.10361233298
41210,58493.6161626835
41211,122903.46809411042
41212,65236.734029710475
41213,29514.685260427825
41214,24262.78638904398
41215,16259.652365597409
41216,2570.198161930856
41217,150920.59402244646
41218,11137.531113818735
41219,38330.06405990446
41220,111898.3276404908
41221,11465.499240679148
41222,38457.52370364161
41223,110886.88318756872
41224,68852.89191739551
41225,47286.84471561499
41226,9023.353391233672
41227,47758.87881933336
41228,27997.51172185102
41229,11632.796175707006
41230,20162.47671658233
41231,20956.02210947514
41232,104457.44411895217
41233,13785.906739738704
41234,85579.99334548297
41235,62728.48671346099
41236,13622.746597311001
41237,61995.90069516022
41238,96372.78510104977
41239,129342.08887822373
41240,92644.43454434018
41241,129993.34586902622
41242,58829.17848768171
41243,36552.97859730353
41244,32199.67968236712
41245,93278.78449675337
41246,65417.29168055464
41247,25686.866405694993
41248,92814.68775914218
41249,25611.095690786515
41250,49602.30226841678
41251,71960.4209116639
41252,47738.038317478946
41253,-2330.9640352689044
41254,87083.23008678603
41255,112470.58850732348
41256,83638.15040897018
41257,72209.85010921246
41258,11339.65038226782
41259,14431.342443443677
41260,108232.34018741034
41261,120553.68785670385
41262,64757.63188839501
41263,42379.261272055446
41264,130401.62641496424
41265,10930.93777345218
41266,72379.46929677503
41267,61831.87402843828
41268,14485.711288373628
41269,48399.78976240562
41270,78407.96238433849
41271,26586.18911296019
41272,56777.00031478638
41273,64720.975196440726
41274,25744.694703088586
41275,70541.96597954951
41276,51474.3687426619
41277,9294.885138832098
